tweet,label,original_split
good lord in heaven spare me bad energy and bad vibes ya allah help me i gats to use others bad situation as my prayer point so wetin dey shele to dem no go shele to me,positive,test
aa like us no dey select genotype na dem dey rush us,positive,test
jisos christ ‍️‍️‍️‍️‍️ i don tell you if e sure for you tomorrow to wednesday before you go kd i no want long talk make i see how you won drive your car go kd by thursday na mumsi go use aboniki rob your body,neutral,test
hello i made a transaction of kairtime top up i was debited and never got the airtime its a week alreadyabeg na student i bemake una help me check before i go come beg una for garri inside your office thanks,negative,test
ah yetty no see where the punch dey come from sha as she dey go low baba dey go lower babanla tactics,negative,test
e be like say these elites no know say erica don also lose all the money wey she win,negative,test
my neighbour baba abeg i wan tell you something me boss wetin be that mn i wan flip my car in case you get anybody wey go dey interested me okay like how much mn it depends on the mood wey i dey when the person come me junkie paraku ni man yii,negative,test
e be like say dem don see the future i don give up already,negative,test
comot joor if our country no good why u no leave the country total freedom dey nija if u dey southy u no fit talk dis rubish dey go arrest you,negative,test
the doctor on duty this weekend na just weyrey i swear small headache admission straight i don dispense nsaline and dsaline like say na small chops am do reach abeg,negative,test
anytime i see begging a woman for forgiveness in movies e de do me one kain thats how ill be shouting chai chai he begs like hell die if not forgiven his nwirinwiri is too much,negative,test
lmaooooo na popsie dey settle quarrel that time na so policeman hit boda abayo barber during monthly environmental sanitation stuff a fi laiiiiiiiii boda abayo load am back street scatter again tear gas everywhere when they reinforced,negative,test
una wey vote dey mad sha edward and lelouch are there ffs,negative,test
baba i neva see shit now weeks the garri and water wen i de drink na only the water i de piss the garri no gree come out as shit push me you address am tested and trusted i no de shit anyhow,negative,test
sing i no fit vex now baba don vex he no wan gree drop the album again life go just dey boring,negative,test
no b only u guy my eyes dey act like say we slept during the so no qualms i need sleep e no wan come,negative,test
this hausa keke marwa rider just dey form need for speed anyhow and asweargad my soul be like say e wan ascend,negative,test
my dear everybody dey vex na only cancel i cancel trip i used wrong location,negative,test
them no fit block any sim in two weeksthem don mental gan e go affect them tooawon werey oshi,negative,test
dem don dey post dms ha na only money me i dey beg for dm sha,negative,test
dear anon please locate me toooo na is it because im black na black i black i no kill person na is it because im big na big i big i no kill person na bikonu locate me,negative,test
everybody don wan start twitter hangout like this at the hangoutsingle ones like us go dey hang around as for twitter for android we go hang ourselves,negative,test
just broke my heart i checked my notifications and saw a new video just when i settled down to enjoy it boom e don end o wrong nau na this same reason we sue simi for duduke that year,negative,test
lol person don owe me money but e dey pop don p for club,negative,test
i swear erica is in no way attracted to laycon she just says things like im attracted to u mentally it cos it makes him feel better and have small hope im a woman and i know this antics e just dey pain me for the guy cos he don loose focus,negative,test
never gonna carry any man on my head again sha na so i put one for header ready to paste him on my forehead sef dey love up and down till i checked his phone i wanted to faint,negative,test
na to appease the gods to break the curse but even the gods sef dem don tire for nigeria matter so tay our early morning kainkain to the ground nor dey make sense to dem again,negative,test
na wenger make me stop to dey go the embarrassment of of hearing rival fans taunt you with one by one them don dey go when bayern is leading,negative,test
what sickness abi disease tsetse fly dey give ni e don bite me die for this bush,negative,test
chai so true true this children will not do gongoni play pikiin don dey own car i never sabi to drive sef this life sha,negative,test
im so sorry this happened to you im really sorry e de pain me for you too omo i hope youre able to treat his fuck up in future they want to oppress you kai idk you and its paining me like mad,negative,test
the thing dey always pain me if no be girl wey dey share my log in wey make me sub sef i for never sub since february only seen good movies on netflix,negative,test
boss wetin dey shele gangan sef na so i no lucky reach i tire o,negative,test
i no secure another job o i go help person ni e pain me gan say i miss site work today abeg if u fit give me h of your site money i no go mind,negative,test
person bin tell me say if i open abeg account i go receive money immediately its been hours since i havent received anything make una dey talk true sometimes nah,negative,test
wait oh is this real king is dead abeg if na play make dem stop am i cant forget the first time i had an encounter with his words on he spoke extensively on turning lemon to lemonade etc rip legend,negative,test
chair man e bin pa wa o please paste share numbers wey we go dey call for foods too another days is not easy,negative,test
ode una no sabi reason u think he will give u no wonder nnamdi kanu dey deceive u people thank god he is late now even in his death una no still get sense,negative,test
well sha lagos na wah who de cry de see road,negative,test
guy i no know why my stupa d team no dey look him angle na people like grealish dem dey look,negative,test
really would love to get sister locs but im too broke like way too broke for that i shouldnt even be thinking about it k don comot from my account already just thinking about sister locs,negative,test
pussy way everybody dey enjoy e reach your turn you give her belle no be so then they do things,negative,test
bros the tin no dey sweet me again oo money no dey economy na mess,negative,test
this onitsha sef traffic dey buh na akara and bread una dey sell for traffic ‍️,negative,test
im literally in between im confused i used to be the one in charge but e b like say i don lose oh,negative,test
na to return this puppy i don waste money abeg who wants a german shepherd with like k naira,negative,test
person father die this ones dey say make dem stop to dey cry,negative,test
i deserve to be flogged sef i don say i no go put mouth for una matter again mo kan ya eleti didi ni,negative,test
im still awake because alcohol na bastard everytime i try close my eyes e they be like person carry my house for head they jog,negative,test
the kinda energy i like not the bullcrap dey yarn i don too flog d werey baba dey yarn dust,negative,test
for us wey no sabi smile but dey sing nkor if you live me go dey,negative,test
afmag fine babe dey steal shey i fit find wife like this see my crush at first sight dey steal,negative,test
my fellow e be like say na so so battle we go dey fight till this season finish,negative,test
e still dey pain me sha that their only win in games was against us e no go better for ole,negative,test
lmao me wey i no dey north i dey go back to that stupid place,negative,test
lmfaooooo fine face wey be sey bola wey dey sell bread for yaba get,negative,test
shey na you say make i go last gate go chop abi wetin be that placeno try am again everywhere stuffy and smelly hot afternoon people din smoke cigarette full everywhere i left,negative,test
na rich people dey gwt fans if you no get money na paadie you get,negative,test
boboi wetin u dey do no good u dey share money for peoplecom dey side line me o need gbogbo eleyi now,negative,test
the man fit later even die of hypertension when e sidown for room dey think this thing being a parent will push you until you leave your shell especially when you get pikin like us wey been no dey too hear word when we small,negative,test
exactly even the waist bead pics alone sef i go dey vex na only me suppose dey see this thing you con post that kind picture na only her face dey missing na,negative,test
say i help out now don cause all this wahala na me fuck up o‍️‍️,negative,test
if you go buy buy market e je ki ori wa pe ninu bus yi oooo no dey price market like say no be money them this sellers use buy am sef now kilode gan,negative,test
everyone please can we use you as our client osita i don comot my hands for anything wey concern client,negative,test
abeg ma help me im down sick nothing to eat no foodstuffs please biko dont let me of lockdown biko if coronavirus kill person e better make hunger kill person o,negative,test
ha bori e dey rain here o and some of us dey alone,negative,test
e dey pain me like sey na me,negative,test
obo u don liei no gree sef we no dey anything together joor e better make i dey as broke as u are dan to b as rich as i dey,negative,test
im a creative i dont need a dramatic or over attention seeking gf to disturb my mental state e hard to find babe cos yall be out there saying claiming baddie and saying if shes not dramatic she not the one for you bullshit u gon lose a nigga like me fr fr im busy af,negative,test
me i don know say na wetin go kee u b dat,negative,test
men this psf thing don tire me ooo register here register there im on like different psf group chats and im just registering all over the place,negative,test
if dem born you for nigeria automatically life don dey ahead of if you come fall for poor family if you come be first born paddy take life jejena money dey make normal problem be like spiritual problem,negative,test
the person fit dey expect something and as the thing never land na why d person never fulfill the promise ️,negative,test
normal charcoal pencil wey i dey buy k nteps sell gimme for i bin dey reason say i wise untill i use the pencil last night the charcoal nuh fit blend my hb pencil better pass am sef e nuh go better for mont marte charcoal pencil,negative,test
if dem allow us comot after this whole corona various ish i fit no enter house back till after like three days,negative,test
una spoil system finish con dey ask me aw we go fix am na is like ure mad,negative,test
una dey threaten jack ontop e own property,negative,test
