tweet,label,original_split
please oh i wan ask this question can ugandans even read atol because all this scattering una dey scatter them isso unbearable‍️ asin eh they arent even saying anything abin them blind as well because there dumpness is certain already chai,negative,train
babe make we gather beat dat person wey write dat tweet bcus d tin touch me my left kidneylol,negative,train
na wetin him talk o e say e dey make dem mad,negative,train
the only team that wants us to win today is a liverpool the rest na werey na arsenal sef worst pass,negative,train
somebody should please help me tell phcn people that rain has stopped since wire sef don dry abeg i need to use the microwave please,negative,train
whenever sensitive topics are discussed here some people tend to just be stupid just to gain followers god punish all of una wey dey do that,negative,train
be like say no be first time wey dem don hide face for guccy snaps,negative,train
my padi make mouth to me i flog am o for fifa the real matter na hin be say he don cook and e no cook my own who go help us settle like this,negative,train
listen to yourself like na competition between states so you mean even osun state wey never fit chop join bid na by force fed were happy to have a sponsor d prob is did they inspect facilities before ok the bid now thats d naija effect,negative,train
mgpthe police they sayis your friendbut wait make u enter dem handna dat time u go no weda na true abi na lie dis we naija,negative,train
omo na mumu dey fall in love una wey dey shout god when for davido and chioma or quavo and saweetie shey e no eventually spoil,negative,train
na today una know say dsf na liar if she fit talk say cab guy be wan rape her for am when she nor get destination she can do anything just to be relevant failed actress abi wetin she dey do for a living again tcheww,negative,train
they will jus collect your phone and even asked you to unlock it like say na dere papa buy the phone for me say iphone users na yahoo yahoo dem de do,negative,train
james don go talk the one wey don vex zidane em no go see ball play again this season,negative,train
see how dem dey use utd play you go think say city na prime barcelona,negative,train
bros stoopeet if na joke thats beyond mistake i call that inexperienced a ball wey for easily push over without using a muscle e dey beat him chest from disappointment atm,negative,train
is really a cheap blackmail buhari shld v b talkin about how curtail dis threaded terrorist instead he is talkin about militia b funded by d gov wen d head of a family is brainless d family is in big trouble but wen a pres is brainless d country is doomed,negative,train
e be like say different teams dey lol segalink vs ogbeni dipo vs ydp the first two dey fight for who go take the shine for the last one wan hijack the protest from to but who dey fund ydp lol,negative,train
as in eerrrrr dem dey rule dey carry us go backwards,negative,train
is this not that guy thats using wan accent like that at him don get naija accent now o and him don dy wear trads,negative,train
this big abuja girl is always counting dollar on my snap she no even wan patronize my bureau de change,negative,train
i really get pissed wen short people be like abeg help me pick this thing up me see you see ground pick it,negative,train
akamu pain you akamu still get taste na he be like pikin shit you no say pikin shit no get strength to pack sef na wahala,negative,train
the woman that washed my hair on saturday its like she gave me a different shape of skull head just dey pain me e be like some part don enter inside sef,negative,train
na wah oh gbenga,negative,train
na wow ooo nigeria number again for illuminati make una suffry na ah,negative,train
e say regain sense we dem don lose am ni,negative,train
so because na year end na why i go work kill myself ‍️ to think i will be working late today again auditor sef don go holiday wetin come be my own sef,negative,train
lmao na fat e dey give no be person e dey kill,negative,train
so i guess america is poor as well for asking people to donate as well sometimes una no dey think and every na joke to una ki o to de fi la si ori bi apeja,negative,train
bro no select again i dey vex because even if u select u no go select me join im no happy,negative,train
naso my naira don go,negative,train
oh my goddistance no be anything but this one wey strong men don dey road,negative,train
this country na indian film i dey uar dey tweet from zambia,negative,train
thanks dear not like theres anything to be happy about sef,negative,train
watching prison break the thing just de confuse me anyhow i just weak,negative,train
so sun fit comot after the flogging rain did me this afternoon,negative,train
bro i rather go back to arsenal na champion we they no dey win no be overall failure them be person go dey jolly if them win fa cup buharitrump lord forbid bad thing i had to beg them on bio not to follow me,negative,train
i don catch you wetin you dey find here,negative,train
any fine girl pictures you go don see liked by egbon wetin dey sup gan self,negative,train
dis one na koloe dey form hardcore comedyeven dave chapelle go vex for am,negative,train
whatsapp should please work on that their privacy na the double tick shows youre online and received the message if you like no reply the sender knows youve received it make dem give us one tick na i can be online buh not ready to talk to someone on whatsapp,negative,train
oga gud evening sir in fact dis na night good night sir i de busy de write all my village pipo names for you make you choose me na tiktok you go de play,negative,train
na transfer wey person don sabi do na em make life no remain thesame again true true,negative,train
as seen on facebook birthday photo of miss oron akwa ibom state innocent mermaids dey rest wahala dey fine them,negative,train
comot that akure wey dey your handle abeg you dunno anything,negative,train
money wey i dey manage uba took a whole they took before abeg you people should comman explain to me why,negative,train
lmafoooooooooooooooooooooo na mental shey we get case of baba wey marry left wife for nigeria for yrs madam don go carry belle born for another man baba wan send her packing as e come back nigeria,negative,train
aligo abeg help me give akpors hot slap dis morning cus he no sabi anythingi vote aligo joor,negative,train
mine was in jss the person wey help me use carton design greeting for christy na e by himself use him hand go show our class monitor mumu charles carry the card go show vice principal vice principal na deeper life pastor las las d news reached home before me i colet,negative,train
lol e dey pain them una sorry o,negative,train
them think sey na street tournament them dey play im tired,negative,train
abeg who we offend in dis country students cant even read in peace nd dis is exam period awka is not safe anymore and dis is mostly around student areas,negative,train
you know me im already used to it sef but you see those foken lectures jesus christ i want to cry,negative,train
make una dey try make the zobo cold before una dey serve am oooh wats all this,negative,train
this brhoe dey happy say he dey always do raw with every girl my condolences to all the babes sha,negative,train
laycon don start again o wahala ma wa de bayi o this is obsession,negative,train
me were no dey watch ball ohhhhhhh i say make i watch this one them flog us é for beta say make i no watch am now e dey like say na me them flog outrightly,negative,train
please it is finished if u dey go london abeg if nah like dis make i hang ah go dae comfortable,negative,train
after mehn dem don wound preeq finish dey for hospital,negative,train
latest gina guideline ooo just hearing it today in a seminar e off me i managed a hand full of asthmatics over the last few weeks and i nebulized religiously,negative,train
how that one take concern me na una need my help so if una no ready then just go wait till you time to turn zombie ‍️ reach,negative,train
everything buhari commission during der change eranone of dem is functioning yethe wil recommision dem during der next level nonsense wen dey start functioningjoke of a country,negative,train
i just dey waka on my own ohh you too get wahala,negative,train
am yet to be a mother na i shock self wen i come online come see happy mothers day women wahala too much jorhow many times wey dey celebrate one tin,negative,train
so u think hussethaul will let is top defender go like datno way abt ryan betrand wen una start dy sign arugbo ojo players na so una gamble on the mf willian,negative,train
e be like all these coaches don dey mad wtf is wrong with tuchel wtf is chupo motim wheres icardi if only these guys are aware how much ive lost to betja,negative,train
na play i been dey play oo i say make i go charge phone come backna insult i come see una no get joy at all,negative,train
if chelsea cough eh na dem go dey wish dem ban man city for next seasons,negative,train
ah ha na houseparty dem dey go them too much abi this person do dem bad thing,negative,train
hahahaha na my account wey no balance o e dey give me sleepless nights,negative,train
once stepped out to buy stuff the girl say around yrs i met there sitting with her mum i addressed her as lady mama change am for me oh shes not a lady na so una dey take spoil peoples daughters shes not a lady na girl biko ha,negative,train
lol tgis anti corruption package nor dey tire una we don wise pass that level e nor work again start doing it with your achievements asap las las na daura loader,negative,train
na only mumu dey ask fish if e don baff,negative,train
all these rubbish takes would have ended messi na idiot walahi,negative,train
i swear ehn staff una no fit make heaven oh you people took off the light as match wan start the thunder wey go fire una ehn e go come naked ni and i no buy fuel,negative,train
my friend is planning to run wen he gets to france na d people wey dey spoil nigeria name b that my friend,negative,train
wetin de there to pay person na kk na wa for u oo,negative,train
see dem dey wil not mind dia business,negative,train
so for the full nigeria them nor see better camera take snap this thing this ahmed musa una sure say e dey alright so i stil dont understand this decision to join kanu pillars,negative,train
even fut boy wey babes dey use form no dey beg reach like this,negative,train
now i caught her with two different guys nacking her like ashewo and she be giving the other dude head babe wey i dey manage nack we broke up after she carry scan results come my house dey tell me say shes carrying my child abeg nah my pikin,negative,train
las las obi cubana no get female friend wey dey spray money all of them just fold hands dey do like fowl,negative,train
i wish i had the k sef,negative,train
de bruyne is playing lb pesin wey i cap,negative,train
made me a millionaire how i dey work for he papa abi e don dash me kobo before hes very stupid,negative,train
but as hin fast na so them dey suck my data too,negative,train
election day never reach they don pluck person eyes comot please im running back to ibadan lagos people are not going to take this thing lightly,negative,train
to be a marlian na stress o my trousers just dey fall from my waist since wetin sef,negative,train
she say the k na christmas giftshey na with blocking on all social media platforms pesin come day use say thank you una no go kill pesin for this country,negative,train
na really balanced diet later dem go chill for one uncompleted building den enjoy correct siesta low key scammers,negative,train
nah dis kind smallsmall bad dem for dey see you,negative,train
aswear o e save her name with mami m,negative,train
dont watch this video you go enter depression oloun na person net worth dem wan spend for oju agbo,negative,train
e don be for me oeven ncdc weh been deh care for me don finally forget mebaba god na your hand i deh o,negative,train
my airtel just off for like minute i don dey think say dem don block me,negative,train
this your show off don dey too much o the bad belle in me say you dey violate social distancing in this critical time of second wave,negative,train
she go touch lión tailtrust me e no good to find dis guys trouble we dey cool dem down dey are well informed na my ppl dem no dey tire aunty no important na wetin dey vex them,negative,train
wow so you are married im also a married man that makes us compatible na dem ooo thunder fire your wandering shafts,negative,train
see wetin dey happen now because some evil people wan chop bat soup e no go better for dem,negative,train
wetin dey happen for betis that scoreline changed quickly chai would love to see jovicbenzema combo who say make i fleet o,negative,train
wahala be like e too dey go forthback,negative,train
i carry venza go crash for my padi crib hin landlord give am quick notice next morning mr landlord brought calming wale isnt the owner of the car,negative,train
we never fit save people wey dey for dem house na people wey take dia two leg waka enter trouble you dey talk about,negative,train
lmao see this man u fan dey talk if na sars catch liverpool wetin catch man u,negative,train
lol tho they no dey spend reach glo wey dey carry all celebs put inside ads wey no dey creative and their network no worst reach glo own,negative,train
some things dey be like film until e do person wey dey close to you omohi just dey whisper oboi since morning,negative,train
shut up jooor na people like una no go let person breath thats how some knuckle heads in customs decided to send innocent ladies to dead zone cos they made a video im so tired of the way people of your generation think its freaking annoying,negative,train
lmfao she say she gave him small but she did not cum omg im crying e say na refund my money even if its half,negative,train
lolbut has taught us that what pple r during campaign r not wot dey remain b wen dey win,negative,train
you sef you dont have joy and romance sef its village people and sars shot that should deflect in your life not my own shot,negative,train
wen dem put moth for watin nor concearn dem u tell dem all dis one,negative,train
haay god im in tears we got to know each other for the first time yesterday and this morning im already your last hope how biko asking me to pay your friends school fees as as what na why are some girls like this,negative,train
baba segee aka benson of all time baba ayo the way this animal kingdom is moving na that you ebsu certificate de go soon chop and that pharmacy license of urs go soon go downtown,negative,train
dear god i just want to know why you give people wey no get sense money ‍️ how can person born of a woman went to university married born pikin dey pour water off the balcony from nd floor ‍️,negative,train
you self no fit comot face ni,negative,train
omo i don tire mehn i no fit wait come back lag next month sha,negative,train
my screen don break,negative,train
e shock me i swear,negative,train
wahala ooooooo no keke oo out oforlu day don dey break oooo,negative,train
e be like say magu na picker for hushpuppi,negative,train
even if dem sub rashfordwho dem wan put now,negative,train
why these players no ready to score bayiii make all the chances wey dem no use no con koba us bayioo,negative,train
e still far o,negative,train
and una say una plan nobi to dey collect person babe like this with benz for abuja hiking,negative,train
yansh be trending all of a sudden as i no kon get yansh laidis wetin i go do,negative,train
scammer don vex e block me straight away eleribu somebody local lotto your network no strong at all na edge you dey go and learn the trade very well bastard,negative,train
egbon u no fit know jor ontop all d allawe n lagos droppings,negative,train
how do you people bring your thoughts to reality because i know all these moves in my head o but i no fit execute am,negative,train
so because i dey use prepaid meter i dey use torch dey move around even when light dey poverty bad even in lebanon,negative,train
wait o my own dm no dey collect una messages nii abi weitin na i no understand again o my chest,negative,train
dem dash you bag of pure water you sey leakages dey inside make dem help you change am you see your life outside the gate visit,negative,train
na only wetin dey ur head,negative,train
lol nai make dem no de allow dem collect award on top mainstage for abroad,negative,train
bruh like say you no sabi nigerians anything wey oyinbo feature our own na hit for dem eyes,negative,train
person may ask am for the sofa picture supposed ask am weda e day mad after e say i said my camera is poor because obviously not only is his camera poor his brian is also poor to phantom that those two pictures are absolutely different for god sake,negative,train
leav dem make dem just open mouth cos they sabi talk,negative,train
and na leo tobi lolu and ifu like they form se de smart and de still never solve their puzzle,negative,train
so im hearing a mans voice from my neighbors room see ehn i want to fight this guy get luck say no be ph we dey i for duff am before e comot estate gate what rubbish,negative,train
and even if na for my account dem dey charge all my family members alert charge e no still suppose reach like dis now just from january february thats wrong now,negative,train
and na only bedsheets o how much dem go use send duvets,negative,train
when dey removed dat babe dey removed the drama from the house,negative,train
lol una don too pressure african giant baba dey post per seconds now,negative,train
or you go don broke shame dem on top gender war some idiots said never pass border i fear people wey no fear their self,negative,train
i disagree o exactly what i said days ago in a table tennis game at a pastor friends home and pastor with his friends played me like pro dem no even allowed me enjoy d game at all pst called me yesta morning to ask wen im coming i said very soon but i no gree show,negative,train
shame no dey catch u abi if na ur country d fight holdim sure at a point dem go take light for stadium and d fight go gat wait till dem on gen do and leave in peace in,negative,train
see am keypad warrior na for twitter you dey get strength come fight mortal combat now na wahala,negative,train
these guys no dey play like say dem wan score o,negative,train
abeg abeg everybody should stay their fathers house until e don do dem,negative,train
cuppy abeg talk to your daddy let him talk to kronke sons una rich people connect abeg let them sack emery,negative,train
if that girl swear for u dem no de fit return am o why niggaz de fuck up,negative,train
wetin musa ni go see for gate,negative,train
abeg wetin dem ask kana wetin she dey talk ‍️‍️‍️‍️,negative,train
na die una dey findhope he is aware of the appointment ooobaba brain dey on autoformat mode,negative,train
lmao if na cahill dem give that ramos back pass he for don lago,negative,train
ussy broke man no dey sleep,negative,train
over late sef dey worry you,negative,train
bros your own better ooo my bank de charge me like say na them help me keep the money for there using other bank na them de collect from me and to use online banking na killing them de do me for there transactions go or e no go na them de collect,negative,train
see wetin lockdown don cause now ‍️ normally most of those guys no dey do anything for there life before now so dey just take advantage of this lockdown and isolation period to invade people and do there evil work,negative,train
na the wc wey she go sit down on top i dey pity,negative,train
e tey rain dey beat me like this sir i dont have picture anywhere close was checking all my stupid apps and i found this on badoo,negative,train
ahnahn why are you trying to spoil my good name nastop using my name with dont trust in a statementmy wife might see this na,negative,train
by far the worst world cup team i have seen since lost to wonder how this panama team qualified sef making the team look good,negative,train
this ones wan force babe for my hand sha abeg i no dey interested money no dey,negative,train
abeg obo you don pass this thing wa you won do if na burna dey ask this question i for understand,negative,train
wetin i do now,negative,train
all of them dey mad smile sef say unlimited next thing network don dey slow after one week,negative,train
my brother na wetin de pain me you de take joke so ooo,negative,train
na morning you for tweet this thing o light no dey here i don look back like three times na who retweet this thing come my tl self pls who is in ikeja help me buy fuel come,negative,train
wetin concern una with tollgate leave tollgate for lagosians lets fight for our own nation una sef ehh,negative,train
these people should use better ink the write expiry dates na some of us wey our eyes no good no fit read am,negative,train
imagine fine boyz are being paid salary in nigeria so na so i for still dey broke dey go,negative,train
your mama na killer we go find all of una na just time good morning,negative,train
mo you sef don join ancestors dey chop sacrifice come and see o,negative,train
if this nepa should blink this light one more time ehnn i de go nepa office,negative,train
e don spoil oo biggie already calling his children back home,negative,train
abeg na wetin dem wan turn boss tobeast of all nation human beings are so impossibleabeg we need handles oothis should not slide oo,negative,train
you sabi cook you sabi cook but you sabi make pap,negative,train
flamaj you dey use girls do shakara yenyenyen me how ask around girls i like na na them no dey rate me,negative,train
diya is in love and he doesnt like me again bastard no wan come magodo again all him weekend na for love im angry,negative,train
na why you no fit ever talk shortingo,negative,train
what level is olamide abeg make una dey see truth talk eee must u be sentimental olamide wen never cross rd main land bridge,negative,train
una don dey claim class on top app of mb say na they dont have access to it poverty don finish this country walai,negative,train
don don don don foxy i remember when we used to call him sango afolabi sha has to do thanksgiving for his glow up tbh‍️,neutral,train
sos ladies abeg help me i am tired and na lie all that sun kissed story na scamm see as sun wan finish me lagos nigeria,neutral,train
chelsea the third wey una no wan give man u before una don finally give us on a platter of gold thank you livepool worthy champs,neutral,train
please be d reason i smile tomorrow today don already go at a at all na witch mama eno get were e touch jus tell me make ah send acct,neutral,train
the mumu na bamteddy fan since e nor blow he wan dey insult laycon wey don blow clown,neutral,train
nigerians can look for trouble sha una done go another country show to start una yeye comparison drama allow them enjoy their show abg where una bbn start na wa,neutral,train
been a month i havent had noodles e be like i fit kpai if i no chop am tomorrow so much for trying to overcome an addiction,neutral,train
yes so na hin wey i wan tell u though still some like my sistou already sent his guidance,neutral,train
big brother which kind alarm me dis u wan dem me self wake up,neutral,train
of all things to hate on in this nigeria is my school abu zaria like why abeg come carry the school keep for your backyard dey hate on i don tire,neutral,train
im not even talking about jungle justice he is talking in the nonsense and they are looking at him saying he was asleep and all sort hin mouth suppose don tear,negative,train
e don end im hurt,negative,train
this man is always on his balcony haba and i always forget to drop my bathroom window curtain now he has used a long straw to suck my brezz from there this has got to stop na why all all the timeoga sit down inside your house na why upstairs dey sweet you,negative,train
the only time i get issues with una set na the ones for my hostel them mahosa and akon wey dey go divert hustle garri for apian way those guys be terror,negative,train
bro na so mesef buy am yesterday e pain me but man no fit shout,negative,train
lagos and zamfara on d way a beg na plane una dey use abi jetat dis tym,negative,train
the way dey find one goal these days ehn you go think sey him sev support goal wey kanu dem do that time ni,negative,train
lmaoo na only him dem dey miscomprehend only him,negative,train
hello friends hope your day is going on well abeg na beg i dey beg oh its simply not fair for you to expect that as youre being followed and or as you follow people you automatically hit their and expect them to start interacting with you haba,negative,train
goan sleep sir e be like say ur sahur don dey blink red sir,negative,train
na dean drive them come na why dem dey form activity dey don move since,negative,train
wetin amaze me mostly na this arsenal v bayern munich drawmake me dey ask na wetin arsenal do uefa,negative,train
im tired of seeing this kamal and aisha thread tbh girl wey me i dey eye,negative,train
your own sef soft my dad will send me numerous videoswic i never get to download and later he will ask mewhat did u learn from it even funny videos and those short clips in chinese how can someone learn something from gifs,negative,train
dem say goat wey dem tie for one place keep for long timeeven when dem remove the ropehe no go leave that areaoofuni carry freedom sing song for akajooya you are free to goshe dey ask whereare you madt,negative,train
now now now icons don crash s website make una dey fear god sha calm down let me order my own first help me beg icons na ️and,negative,train
make biola getat him don dey banter arsenal since ltv and top radio days small manyoo wey i banter on twitter he block me,negative,train
ogbono don wan grow for my head,negative,train
e don tey una dey poto poto a whole cjn was removed by an experte order sans were rolling in the mud in support,negative,train
lmao na una way na trust me i wont be surprised,negative,train
e neva finish oooo shooting in sango ibadan oyo state again today ️ what we need now is,negative,train
wahala for who dey use iphone,negative,train
bros calm down nana only shirt u see u don de plan stalking mission,negative,train
as in chemistry hard me sote i even fail am for jamb as an engineering student i still fail am for universitychm and chm as carryover i pass am with e as science student chemistry na my nightmare you see maths and physics e belike weed and beans,negative,train
na wa ooo so even if arsenal win na still th we go de and if villa win na back to th trust the process ba,negative,train
lmao so na you wan marry abi after all that i did to you im not proud of you son,negative,train
you go wan play match for abuja you go dey find out if na grass or ontop sandstone una dey play ontop make you know as you go package your body if you fall ontop sandstone pitch secs blood don dey flow,negative,train
please oh my passport is ready who is taking me out nigeria don tire me ‍️‍️‍️‍️,negative,train
lmao deadass made tiktoks and i only posted i didnt even really edit those sef i don de lazy,negative,train
dem say person wey em husband kee elephant and she no happy mean say e get where she for dey get her own meat,negative,train
when nigeria go reach the level wey be say nepa go take light for days and them go give reasonable explanation fuel ️ too dey expensive to dey burn this kind time na kini gbogbo nonsense yi,negative,train
lmao one of my riders did something wrong and i raised my voice and this man told me not to try it again why woman go dey talk to me like that so appaz if na man e fit talk to am anyhow lmao,negative,train
im hungry e be like say pesin they squeeze my belle,negative,train
oga wetin the happen again na una student won graduate oo,negative,train
do you know how dense one has to be to be as dense as has been just this year alone na medicine i read no be maths so i no go fit calculate am well but that density go many tufiakwa‍️,negative,train
e no go better for the dg and his workers una think say na only una get plans abi,negative,train
am calling out someone soon that person woke me with fake patronage this morning i dey vex oo,negative,train
u dey call urself young ceo and u dey dm say u need my help for kogun go kill ur papa why u no go read about world famous business men how dem dey request loans from bank do business,negative,train
some people really dont like footballnotice dat gal wey just dey sleep by d side,negative,train
bwahahahahaha na your mates dey do giveaway in this psychological time na book you wan make i go read smh ️,negative,train
on top this matter see as i dey chop insults i don change na,negative,train
haaaah my gee omah lay don suffersee where dem put am omo na uganda way tomorrow morning like dis,negative,train
oga nor dey laff me joorbellerin done start again infact all these teams wey i dey support done dey disappoint me see barca na,negative,train
see what na,negative,train
all of una wey dey tell me say una love me make i no see una for my dm again ooo,negative,train
if i were married nites like this would be a struggle loool even her plantain sef i wont eat,negative,train
na so polio wey we don eradicate b take come back o thanks our able pmb govt,negative,train
just tell me amount make i pay those forest frsc are so full of themselves na so i no stop for one i flashed him on stopping me and he gave way the other that was seated just took upon himself to vex for matter wea no be him own come start dey para mtchwee,negative,train
ahhh i de owe you fa abeg remind me on tuesday no vex that night na the last time i see that garden sef,negative,train
oh no while some of us in karu de beg them for light,negative,train
please stop i don dey remember wetin i no suppose remember,negative,train
sake mi shey u nor see wetin dey front smh,negative,train
gen don spoil mosquitoes wey dey room don dey happy say tonight na for feast,negative,train
abuja protesters are always on the move no wonder una like dey climb rock una nor fit stay one place,negative,train
na how i go end up for cell dey scare me pass omo i hustled cab when she got herself pay make e drop her for her house mehn god,negative,train
nna the guy don vex wat of the complete video i wan see after him sentence whether him invoke amadioha to strike the judge,negative,train
ur mama never chop but you dey pop champagne you wise kindly retweet and add yours to it,negative,train
abeg leave burna sometimes na so high grade dey make use yarn okoto na we we know,negative,train
champions league never start and leicester don dey lose guard alreadylife fit taya them dis year,negative,train
they should stop abeg na me dey suffer am,negative,train
toronto raptors in the morning west brom in the afternoon na to go find cake and caprisone this night because my mental health is in the potopoto,negative,train
snapchat don mad oooheyyyyyi beg una to help me upgrade trouble dey sleep yanga come find ahmsuch wow if i been want upgrade no be iphone i for dey use unu nilé dikwa useless maka chukwu,negative,train
abeg why my follower numbers dey go up n down like nigeria stock exchange as i dey so i never reach common follower he no good na,negative,train
since i don dey retweet or type the hashtag i never win baba wetin dey occur,negative,train
person go baff up tush up slay up na oda road dust go humble you ontop bike i go reach work blue jacket don turn brown black beards don dey tinted to brown already,negative,train
omo na casting be this oh especially at the time nigerians get as dem dey look dem,negative,train
kai this gala matter pain me pass the dstv thing sef so this guy just use style call lagosians in traffic pigs,negative,train
she don set hot water down gee lets go even sef,negative,train
masquerade wey say e won dance before say e no de dance again rest jhur,negative,train
heart wey don break like times the seasonings dey heal am,negative,train
na why no gree enter love for yrs now oohhshey we no go carry am go bath dis geh for river now eehnn,negative,train
right now na new president me and my guy dey trek for road dey find so,negative,train
has never dashed out any money less than k before na why wont i be angry he will just come gbam like say k na naira im angry mtcheewwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,negative,train
omo i saw boxers in her apartment and she claimed it was mine im like i dont even wear xl she no gree until i wear am ontop my boxers and it fell off she now said she mistakenly packed it from the rope outside omo e be things,negative,train
so una no dey go office for dat lagos shey na d same na we dey run like dis,negative,train
the hate for this industry too plenty we gat look for land put am we no fit live for same land with haters,negative,train
how far we havent seen any post from you tonight hope all is well or do you need someone to give you bucket so that you can fill it with we dey tell una say make una join better team una no go hear las las e don end in tears,negative,train
chelu kwa o brotherly na you dem drag for ground like mop so why you know stay for ya lane na pele,negative,train
my man i dey here ooo see as dem wan use our boy do play thing,negative,train
people just dey lie on sapa head ‍️ person wey we dey complain about sapa don leave me go cyprus ️ sapa nice one oo️,negative,train
bro na this thing weh children de suffer inside birth asphyxia oooo,negative,train
una wan chop again,negative,train
chelsea will sign a whole team in this transfer window haha na wa oo they just dey make person dey depressed how far nah,negative,train
i don download this abeg app for like months now and i never win any giveaway se na so e bad reach ni abi na only me,negative,train
lol ah who dey reject you dem dey craze,negative,train
dem win dem ahbi dem no win dem,negative,train
so you dont want to follow me i have your notifications up i retweet your tweet i watch you say lol to almost every topic your retweet sef dey finish my data you still jo wan follow back god dey sha,negative,train
na whete you wan make we park the jet when our president dey london for oshodi so we can save money haba ️,negative,train
he con dey yarn the p like say he dey there when dey sign contract,negative,train
is not showing now una wan fuckup abi now that its taking place here in naija una no keep to time,negative,train
na demseff dem dey do nah,negative,train
babe na fuck he won fuck you nothing more because hin no say you go dey sweet,negative,train
e no load,negative,train
a typical hausa or nupe man will prefer his child to marry a hausanupe lady if he dares marry frm another tribe ehnnnn sai duai we most times pretend to be united ne fah but deep down no be so e be ohhhh,negative,train
my question with platters like this is una dey chop this food finish e nor go waste,negative,train
the only bone straight i can afford now wahala for who no fit buy bone straight this december oo,negative,train
mudi o e be like woman don do mudi strong thing before,negative,train
someone said what an elder sees sitting down fit b nonsense omo we don vex im here for all of it,negative,train
lol cos of dat small rain wey fall wat if na days rain nkor,negative,train
sweet tooth and satisfy no suppose dey same sentence you dey always chop chop,negative,train
abeg show another scene wetin be this ‍️ esther say should i bring tissue savage lomoh yii,negative,train
lol bpy na fear you dey and i understand because according to your logic person no fit enter ashawo quarter come out alive but here i am twitting insults at you so your logic no correct if them born you well abeg come that your hand go bend mumu sha show,negative,train
being huge has its disadvantagesyoud be in a place and they don start to dey call you mama please im no milf im still a kid,negative,train
na she use her hand type say she get problem i just dey help identify one of them im happy to help,negative,train
na una dem go beat oo for even bringing ur candidate into the equation,negative,train
lol alcohol don dey enter dia body,negative,train
akwuzu own is abandoned destroyed windows shattered getting bushy i no even wan talk bout una town own not in use be like say na church people dey rent am,negative,train
u wey vex anyhow wetin u don commission the toilet was built by ngo a foreign one for that matterare u wiser than them,negative,train
water no dey last again for compound are these people bathing every second wash your hands don turn wahala for my compound oooo how do i wash this chicken now,negative,train
i dont like the way your header looks at me when i enter your page e dey look me like i wan thief something,negative,train
who go fit help me with visa nau abeg buhari just threatened protesters sly people wey die for toll gate and tell international communities to face front and mind their business still far olúwa ẹyin oyinbo ẹ dé fún mi ní visa ejooo,negative,train
a thread conversation btw alumni lvl student bro someone told me dat if u can understand physics mechanics dat you can understand girls lvl guy if you like score a in that course dem go still break your heart ‍‍,negative,train
do u even care about my mental health see wetin u dey chop and i never chop since are you sure you care about me bayiii,negative,train
ostrich una fall our hand oodid we tell u we were not ok with ur chicken bread and the likes why go ahead to do pizza that looks like ewa agonyi and bread ️️ministry shawarma sef ddnt try to do pizzana burger den dey do jejely dey shud sue all of them in ostrich,negative,train
i still cant believe you have you tried those ones that grew on foreign lands our own doesnt have sugar not so juicy sef,negative,train
there is mata ddg pogba lindelof but na maguire wey just come u see name captain a very stupid coach thank god i have stopped watching united games,negative,train
mummy ire naso naija be ooo when u r hungry not even ur family is dere for u but wen u blow and become rich and famous that uncle and aunty wey no help u go dey shout up and down say shes my daughter inside life,negative,train
guy e no work,negative,train
lmaoeven girl wey dey her period no dey run mouth like that guyi was disappointed coming from a grown man like that,negative,train
ayeeven the kingdom of god suffereth violence since people have chosen to be adamant nigeria una de see una mate,negative,train
very stubborn af and you cant even beat them sef mummy will come to their rescue,negative,train
u see how everywhere quiet imagine say na apc state all those way u see say dey always make noise for don do thread,negative,train
loool if only epe was on the island too he has only chosen to ignore certain places jare no majorminor roads done no infrastructure nothing nothing e go be for them sha,negative,train
wetin you go do your best friend,negative,train
abeg arsenal make una carry una wahala dey goim not doing again,negative,train
u dont expect my ceec to drink dat kind baby food na see wat she is bragging for naija nestle dat is so cheap no wonder u guys cant vote to save her live even nestle will be so ashamed to see person like ales dat feed with their food misbehaving,negative,train
if you know whats good for you better resign if not we wont stop protesting you nor fit kill us instead we go kill you i know say na clone buhari you be sha on a low but we go soon loud am istand with,negative,train
werey come here na cos na okoto u dey talk since,negative,train
wetin you wan use age do please retweet or geddifok out of my tl,negative,train
relationship γ foot una nor go learn the basis of relationship for una parents house b una find boyfriend then the nxt thing na marriage,negative,train
and don collide ontop my mataabeg una sure say no be sub i come this life con sub like this,negative,train
victory supporter couz this moses na fraud oo how una dey cope with am he is supporting man u again but when man u is flogged now baba will run back to barcelona,negative,train
i never even chop unilorin don release results men i trust don de check their own,negative,train
shey the moni wey nnpc give dem never do abi as if say na me get d virus,negative,train
lmao video call ni wahala bayi person wey no receive go talk say hin receive too,negative,train
see as she dey talk to me sef yall unmarried friends of mine are in trouble ahbeg lemme instill fear thatll remain even after yall get married and i cant yab you again,negative,train
when gist don dey sweet na him these people go change am to commercial ‍️‍️‍️,negative,train
i saw it comingi know its just a matter of time bpsg finally falls like a pack of cardandcitydem own na dis wkend,negative,train
since its your job to keep defrauding people claiming youre an artist na that cancer go kill youna people like this no dey make some clients trust us them don dey claim your work o,negative,train
ngos in nigeria las las na legalized yahoo yahoo them go hear word jaguda get oga men dey when dey give wahala problem,negative,train
